time,instrument_token,trading_symbol,last_price,volume_traded,oi,last_traded_quantity,average_traded_price,total_buy_quantity,total_sell_quantity,day_open,day_high,day_low,day_close,change,last_trade_time,oi_delta,volume_delta,aggressor_side,cvd_change,depth_toxicity_tick,kyle_lambda_tick,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_orders_1,bid_orders_2,bid_orders_3,bid_orders_4,bid_orders_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_orders_1,ask_orders_2,ask_orders_3,ask_orders_4,ask_orders_5
2025-12-29 07:17:00+00:00,12683010,NIFTY25DECFUT,25978.50,3332925,11148150,75,26024.12,301125,417525,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:00+00:00,0,150,BUY,150,0.0211,0.000407,25975.60,25975.40,25975.20,25975.10,25975.00,75,300,825,1500,3525,1,4,7,15,23,25978.50,25979.90,25980.00,25980.20,25981.00,75,75,450,75,75,1,1,4,1,1
2025-12-29 07:17:02+00:00,12683010,NIFTY25DECFUT,25978.90,3333600,11148150,150,26024.11,305400,421575,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:01+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.80,25974.70,25974.60,25974.50,25974.40,75,225,975,1875,2250,1,3,11,15,19,25980.00,25981.00,25981.40,25981.50,25981.80,300,75,600,75,600,3,1,1,1,1
2025-12-29 07:17:03+00:00,12683010,NIFTY25DECFUT,25974.90,3333675,11148150,75,26024.11,309225,421350,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:02+00:00,0,900,SELL,-900,0.0857,0.000067,25974.80,25974.70,25974.60,25974.50,25974.40,525,600,2100,2475,2250,7,8,18,21,18,25980.00,25980.90,25981.00,25981.40,25981.50,300,600,75,600,75,3,1,1,1,1
2025-12-29 07:17:04+00:00,12683010,NIFTY25DECFUT,25974.90,3333675,11148150,75,26024.11,309075,421350,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:02+00:00,0,75,SELL,-75,0.0078,0.000417,25974.80,25974.70,25974.60,25974.50,25974.40,300,675,2100,2550,2250,4,9,18,22,18,25980.00,25980.90,25981.00,25981.40,25981.50,300,600,75,600,75,3,1,1,1,1
2025-12-29 07:17:05+00:00,12683010,NIFTY25DECFUT,25980.00,3333675,11148150,75,26024.11,309075,421350,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:02+00:00,0,900,BUY,900,0.0863,0.000144,25974.80,25974.70,25974.60,25974.50,25974.40,300,675,2100,2550,2250,4,9,18,22,18,25980.00,25980.90,25981.00,25981.40,25981.50,300,600,75,600,75,3,1,1,1,1
2025-12-29 07:17:06+00:00,12683010,NIFTY25DECFUT,25980.00,3333825,11148150,75,26024.11,308700,419175,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:05+00:00,0,150,BUY,150,0.0148,0.000504,25974.80,25974.70,25974.60,25974.50,25974.40,150,825,2100,2700,2700,2,8,18,24,22,25980.00,25980.90,25981.00,25981.40,25981.50,150,600,75,600,75,2,1,1,1,1
2025-12-29 07:17:07+00:00,12683010,NIFTY25DECFUT,25980.00,3333825,11148150,75,26024.11,308325,419475,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:05+00:00,0,150,BUY,150,0.0147,0.000000,25974.80,25974.70,25974.60,25974.50,25974.40,150,975,2100,2700,2625,2,10,18,24,21,25980.00,25980.90,25981.00,25981.40,25981.50,150,600,75,600,75,2,1,1,1,1
2025-12-29 07:17:09+00:00,12683010,NIFTY25DECFUT,25977.80,3333900,11154825,75,26024.10,301875,420600,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:08+00:00,6675,75,BUY,75,0.0175,0.000515,25975.10,25974.90,25974.80,25974.70,25974.60,300,150,225,300,1725,4,2,3,4,15,25977.80,25980.00,25980.40,25980.50,25980.90,75,150,600,75,600,1,2,1,1,1
2025-12-29 07:17:10+00:00,12683010,NIFTY25DECFUT,25978.00,3333900,11154825,75,26024.10,301875,420600,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:08+00:00,6675,75,BUY,75,0.0175,0.000468,25975.10,25974.90,25974.80,25974.70,25974.60,300,150,225,300,1725,4,2,3,4,15,25977.80,25980.00,25980.40,25980.50,25980.90,75,150,600,75,600,1,2,1,1,1
2025-12-29 07:17:11+00:00,12683010,NIFTY25DECFUT,25977.80,3334350,11154825,75,26024.10,303975,419850,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:10+00:00,0,450,BUY,450,0.0458,0.000000,25974.80,25974.70,25974.60,25974.50,25974.40,75,300,1950,2175,3075,1,4,17,15,20,25978.60,25980.00,25980.90,25981.00,25981.20,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:12+00:00,12683010,NIFTY25DECFUT,25977.80,3334350,11154825,75,26024.10,305925,419175,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:10+00:00,0,450,BUY,450,0.0426,0.000019,25974.80,25974.70,25974.60,25974.50,25974.40,150,450,2100,2475,3150,2,6,19,16,22,25978.60,25980.00,25980.90,25981.00,25981.20,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:13+00:00,12683010,NIFTY25DECFUT,25974.90,3334425,11154825,75,26024.10,302550,420225,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:12+00:00,0,75,SELL,-75,0.0085,0.000330,25974.80,25974.70,25974.60,25974.50,25974.40,225,150,1725,2175,2625,2,2,14,19,14,25978.80,25980.00,25980.90,25981.00,25981.20,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:14+00:00,12683010,NIFTY25DECFUT,25978.80,3334500,11154825,75,26024.10,306975,420150,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:14+00:00,0,150,BUY,150,0.0168,0.000112,25974.80,25974.70,25974.60,25974.50,25974.40,225,150,1800,2025,2775,2,2,14,17,16,25978.80,25980.00,25980.90,25981.00,25981.40,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:15+00:00,12683010,NIFTY25DECFUT,25978.80,3334500,11154825,75,26024.10,304425,420825,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:14+00:00,0,225,BUY,225,0.0366,0.000033,25975.00,25974.80,25974.70,25974.60,25974.50,225,75,150,1800,1875,2,1,2,14,15,25978.80,25980.00,25980.90,25981.00,25981.40,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:17+00:00,12683010,NIFTY25DECFUT,25978.80,3334575,11154825,75,26024.10,297900,423000,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:16+00:00,0,75,SELL,-75,0.0167,0.000000,25975.00,25974.60,25974.50,25974.40,25974.30,825,150,450,675,525,2,1,2,5,5,25979.40,25980.00,25980.90,25981.00,25981.40,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:18+00:00,12683010,NIFTY25DECFUT,25978.60,3334650,11154825,75,26024.09,295650,425100,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:18+00:00,0,75,SELL,-75,0.0213,0.000057,25975.00,25974.60,25974.50,25974.30,25974.20,825,150,375,225,75,2,1,1,2,1,25979.40,25980.00,25980.90,25981.00,25981.60,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:19+00:00,12683010,NIFTY25DECFUT,25979.40,3335025,11154825,75,26024.09,295350,425100,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:18+00:00,0,450,BUY,450,0.1132,0.000151,25975.10,25975.00,25974.60,25974.50,25974.30,150,825,150,375,225,2,2,1,1,2,25979.40,25980.00,25980.90,25981.00,25981.50,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:20+00:00,12683010,NIFTY25DECFUT,25979.40,3335025,11154825,75,26024.09,297900,423375,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:18+00:00,0,375,BUY,375,0.1020,0.000218,25975.10,25975.00,25974.60,25974.30,25974.20,150,825,150,225,675,2,2,1,2,5,25978.30,25978.60,25980.00,25980.90,25981.00,75,75,450,600,75,1,1,3,1,1
2025-12-29 07:17:21+00:00,12683010,NIFTY25DECFUT,25978.30,3335025,11154825,75,26024.09,298425,421950,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:18+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.10,25975.00,25974.60,25974.30,25974.20,225,825,150,525,675,3,2,1,6,5,25978.30,25978.60,25980.00,25981.00,25981.20,75,75,450,75,600,1,1,3,1,1
2025-12-29 07:17:22+00:00,12683010,NIFTY25DECFUT,25978.30,3335250,11154825,75,26024.09,294150,423225,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:21+00:00,0,225,BUY,225,0.0769,0.000376,25976.00,25975.10,25975.00,25974.60,25974.50,150,150,825,150,150,2,2,2,1,1,25978.30,25978.60,25980.00,25980.90,25981.00,75,75,450,600,75,1,1,3,1,1
2025-12-29 07:17:24+00:00,12683010,NIFTY25DECFUT,25980.00,3335550,11154825,75,26024.08,291375,423375,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:23+00:00,0,525,BUY,525,0.1489,0.000482,25976.10,25976.00,25975.00,25974.60,25974.40,75,150,825,150,75,1,2,2,1,1,25978.50,25980.00,25980.90,25981.00,25981.20,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:25+00:00,12683010,NIFTY25DECFUT,25978.50,3335625,11154825,75,26024.08,294225,423075,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:24+00:00,0,375,BUY,375,0.1136,0.000061,25976.10,25976.00,25975.00,25974.60,25974.40,75,75,825,150,75,1,1,2,1,1,25979.10,25980.00,25980.90,25981.00,25981.10,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:27+00:00,12683010,NIFTY25DECFUT,25978.50,3335625,11154825,75,26024.08,295650,423075,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:24+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25976.10,25976.00,25975.00,25974.60,25974.40,75,75,825,150,75,1,1,2,1,1,25979.10,25980.00,25980.90,25981.00,25981.60,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:28+00:00,12683010,NIFTY25DECFUT,25978.50,3335625,11154825,75,26024.08,295125,423300,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:24+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25976.10,25976.00,25975.00,25974.60,25974.40,150,75,1125,150,75,2,1,3,1,1,25979.10,25980.00,25980.90,25981.00,25981.60,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:29+00:00,12683010,NIFTY25DECFUT,25978.50,3335625,11154825,75,26024.08,296100,422775,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:24+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25976.10,25976.00,25975.00,25974.60,25974.50,150,75,1125,150,150,2,1,3,1,2,25979.10,25980.00,25981.00,25981.60,25981.70,75,375,75,600,675,1,2,1,1,2
2025-12-29 07:17:30+00:00,12683010,NIFTY25DECFUT,25976.00,3335775,11154825,75,26024.08,298050,422100,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:30+00:00,0,225,SELL,-225,0.0492,0.000874,25976.00,25975.00,25974.90,25974.70,25974.60,75,1125,300,525,525,1,3,4,3,6,25977.90,25980.00,25981.00,25981.70,25981.80,75,375,75,600,675,1,2,1,1,2
2025-12-29 07:17:31+00:00,12683010,NIFTY25DECFUT,25976.00,3335850,11154825,75,26024.08,293025,423075,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:30+00:00,0,75,SELL,-75,0.0200,0.000000,25975.00,25974.70,25974.60,25974.50,25974.40,1125,375,150,450,375,3,1,1,5,4,25977.20,25980.00,25980.60,25980.90,25981.00,75,375,75,600,75,1,2,1,1,1
2025-12-29 07:17:32+00:00,12683010,NIFTY25DECFUT,25975.10,3336450,11154825,75,26024.07,268950,422925,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:31+00:00,0,600,SELL,-600,0.1333,0.000511,25975.10,25975.00,25974.60,25974.40,25974.20,150,1125,150,75,450,2,3,1,1,4,25980.00,25980.50,25980.60,25980.90,25981.00,600,600,75,600,75,5,1,1,1,1
2025-12-29 07:17:33+00:00,12683010,NIFTY25DECFUT,25975.10,3336600,11154825,75,26024.07,295800,421500,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:33+00:00,0,975,SELL,-975,0.1884,0.000657,25975.00,25974.60,25974.40,25974.20,25974.10,1125,150,300,450,900,3,1,4,4,6,25976.90,25979.60,25980.00,25980.90,25981.00,75,75,450,600,75,1,1,3,1,1
2025-12-29 07:17:35+00:00,12683010,NIFTY25DECFUT,25975.10,3336600,11154825,75,26024.07,301350,420375,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:33+00:00,0,75,SELL,-75,0.0217,0.000000,25975.00,25974.70,25974.60,25974.50,25974.40,1125,300,150,150,375,3,4,1,2,5,25976.90,25979.60,25980.00,25980.90,25981.00,75,75,450,600,75,1,1,3,1,1
2025-12-29 07:17:36+00:00,12683010,NIFTY25DECFUT,25975.00,3336825,11154825,75,26024.06,301950,420600,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:36+00:00,0,225,SELL,-225,0.0462,0.000000,25975.30,25975.00,25974.60,25974.50,25974.40,75,1125,525,375,750,1,3,5,5,8,25979.60,25980.00,25980.90,25981.00,25981.60,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:37+00:00,12683010,NIFTY25DECFUT,25975.30,3336825,11154825,75,26024.06,302550,420750,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:36+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.30,25975.00,25974.80,25974.60,25974.50,75,1125,375,525,1050,1,3,1,5,9,25979.60,25980.00,25980.90,25981.00,25981.70,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:38+00:00,12683010,NIFTY25DECFUT,25979.60,3336825,11154825,75,26024.06,302550,420750,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:36+00:00,0,225,BUY,225,0.0435,0.000870,25975.30,25975.00,25974.80,25974.60,25974.50,75,1125,375,525,1050,1,3,1,5,9,25979.60,25980.00,25980.90,25981.00,25981.70,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:39+00:00,12683010,NIFTY25DECFUT,25979.60,3337050,11154825,75,26024.06,303150,420375,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:38+00:00,0,225,BUY,225,0.0395,0.000000,25975.00,25974.80,25974.70,25974.60,25974.50,1050,525,225,750,1125,3,2,3,8,8,25979.60,25980.00,25980.90,25981.00,25981.80,75,450,600,75,600,1,3,1,1,1
2025-12-29 07:17:40+00:00,12683010,NIFTY25DECFUT,25975.00,3337200,11154825,75,26024.06,302475,420525,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:40+00:00,0,150,SELL,-150,0.0256,0.000786,25975.00,25974.90,25974.80,25974.70,25974.60,900,150,450,225,1875,3,1,2,2,14,25980.00,25980.90,25981.00,25981.80,25981.90,450,600,75,600,375,3,1,1,1,3
2025-12-29 07:17:41+00:00,12683010,NIFTY25DECFUT,25980.00,3337275,11154825,75,26024.06,294750,423600,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:41+00:00,0,225,BUY,225,0.0441,0.000078,25975.10,25975.00,25974.70,25974.60,25974.50,300,600,75,675,1200,1,2,1,4,11,25980.00,25980.90,25981.00,25981.80,25981.90,375,600,75,600,375,2,1,1,1,3
2025-12-29 07:17:42+00:00,12683010,NIFTY25DECFUT,25980.00,3337275,11154825,75,26024.06,298650,423600,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:41+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.10,25975.00,25974.60,25974.50,25974.40,300,600,900,1125,1500,1,2,6,10,9,25980.00,25980.90,25981.00,25981.80,25981.90,375,600,75,600,375,2,1,1,1,3
2025-12-29 07:17:43+00:00,12683010,NIFTY25DECFUT,25980.00,3337275,11154825,75,26024.06,300375,423600,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:41+00:00,0,450,BUY,450,0.0811,0.000847,25975.10,25975.00,25974.70,25974.60,25974.50,300,600,300,900,1275,1,2,4,6,12,25977.20,25980.00,25980.90,25981.00,25981.80,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:44+00:00,12683010,NIFTY25DECFUT,25977.30,3337275,11154825,75,26024.06,299850,423750,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:41+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.10,25975.00,25974.70,25974.60,25974.50,375,600,300,900,1275,2,2,4,6,12,25977.30,25980.00,25980.90,25981.00,25981.80,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:45+00:00,12683010,NIFTY25DECFUT,25977.30,3337500,11154825,75,26024.05,300300,423225,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:44+00:00,0,300,BUY,300,0.0625,0.000479,25975.10,25975.00,25974.90,25974.70,25974.60,375,675,300,150,1275,2,3,4,2,10,25977.60,25980.00,25980.90,25981.00,25981.80,75,375,600,75,600,1,2,1,1,1
2025-12-29 07:17:46+00:00,12683010,NIFTY25DECFUT,25975.10,3337800,11154825,300,26024.05,299325,420750,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:46+00:00,0,300,SELL,-300,0.0678,0.000000,25975.10,25975.00,25974.90,25974.70,25974.60,75,675,300,450,750,1,3,4,5,8,25977.20,25980.00,25980.90,25981.00,25981.80,75,525,600,75,600,1,3,1,1,1
2025-12-29 07:17:47+00:00,12683010,NIFTY25DECFUT,25977.20,3337800,11154825,75,26024.05,298800,420450,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:46+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.10,25975.00,25974.90,25974.70,25974.60,75,675,300,525,675,1,3,4,6,7,25977.20,25979.90,25980.00,25980.90,25981.00,75,75,525,600,75,1,1,3,1,1
2025-12-29 07:17:48+00:00,12683010,NIFTY25DECFUT,25977.20,3337950,11154825,75,26024.05,309075,420300,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:48+00:00,0,150,SELL,-150,0.0385,0.000538,25975.30,25975.10,25975.00,25974.90,25974.80,150,375,675,150,300,1,1,3,2,4,25979.90,25980.00,25981.00,25981.80,25981.90,75,675,75,600,675,1,4,1,1,2
2025-12-29 07:17:50+00:00,12683010,NIFTY25DECFUT,25977.20,3337950,11154825,75,26024.05,307275,419925,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:48+00:00,0,150,SELL,-150,0.0345,0.000000,25975.30,25975.10,25975.00,25974.80,25974.70,150,375,675,75,900,1,1,3,1,8,25979.90,25980.00,25980.90,25981.00,25981.80,75,675,600,75,600,1,4,1,1,1
2025-12-29 07:17:51+00:00,12683010,NIFTY25DECFUT,25977.20,3337950,11154825,75,26024.05,307425,420000,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:48+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.30,25975.10,25975.00,25974.80,25974.70,300,375,675,450,1200,2,1,3,5,12,25979.90,25980.00,25980.90,25981.00,25981.80,75,675,600,75,600,1,4,1,1,1
2025-12-29 07:17:52+00:00,12683010,NIFTY25DECFUT,25977.20,3337950,11154825,75,26024.05,308025,420000,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:48+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.30,25975.10,25975.00,25974.90,25974.80,300,375,675,150,525,2,1,3,2,6,25979.80,25980.00,25981.00,25981.80,25981.90,75,675,75,600,675,1,4,1,1,2
2025-12-29 07:17:53+00:00,12683010,NIFTY25DECFUT,25980.00,3338100,11154825,75,26024.05,298650,419850,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:53+00:00,0,150,BUY,150,0.0357,0.000667,25975.30,25975.10,25975.00,25974.90,25974.80,300,375,825,225,375,2,1,5,2,4,25979.80,25980.00,25980.90,25981.00,25981.80,75,600,600,75,600,1,4,1,1,1
2025-12-29 07:17:54+00:00,12683010,NIFTY25DECFUT,25980.00,3338100,11154825,75,26024.05,297825,420075,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:53+00:00,0,150,BUY,150,0.0377,0.000704,25975.30,25975.10,25975.00,25974.90,25974.80,300,375,675,225,300,2,1,3,2,3,25979.70,25980.00,25980.90,25981.00,25981.80,75,600,600,75,600,1,4,1,1,1
2025-12-29 07:17:55+00:00,12683010,NIFTY25DECFUT,25979.40,3338475,11154825,75,26024.04,295950,420750,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:17:54+00:00,0,375,BUY,375,0.1042,0.000167,25976.00,25975.30,25975.00,25974.90,25974.80,300,150,675,150,300,2,1,3,1,4,25976.90,25979.40,25980.00,25980.90,25981.00,75,375,525,600,75,1,1,4,1,1
2025-12-29 07:17:56+00:00,12683010,NIFTY25DECFUT,25976.50,3338625,11154825,75,26024.04,297075,421875,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:55+00:00,0,525,SELL,-525,0.0833,0.000556,25975.30,25975.00,25974.60,25974.50,25974.40,150,675,600,1200,1050,1,3,5,10,10,25979.40,25980.00,25980.90,25981.00,25981.70,300,525,600,75,600,1,4,1,1,1
2025-12-29 07:17:57+00:00,12683010,NIFTY25DECFUT,25975.30,3338850,11154825,75,26024.04,298725,422325,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:56+00:00,0,225,SELL,-225,0.0370,0.000198,25975.30,25975.00,25974.60,25974.50,25974.40,150,675,750,1125,1050,1,3,6,9,10,25979.40,25980.00,25980.90,25981.00,25981.70,300,525,600,75,600,1,4,1,1,1
2025-12-29 07:17:58+00:00,12683010,NIFTY25DECFUT,25977.20,3339450,11154825,75,26024.03,303375,420975,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:58+00:00,0,825,SELL,-825,0.1089,0.000290,25975.00,25974.90,25974.80,25974.70,25974.60,450,150,225,1425,2400,3,1,3,13,17,25979.40,25980.00,25980.90,25981.00,25981.80,150,675,600,75,600,1,6,1,1,1
