time,instrument_token,trading_symbol,last_price,volume_traded,oi,last_traded_quantity,average_traded_price,total_buy_quantity,total_sell_quantity,day_open,day_high,day_low,day_close,change,last_trade_time,oi_delta,volume_delta,aggressor_side,cvd_change,depth_toxicity_tick,kyle_lambda_tick,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_qty_1,bid_qty_2,bid_qty_3,bid_qty_4,bid_qty_5,bid_orders_1,bid_orders_2,bid_orders_3,bid_orders_4,bid_orders_5,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_qty_1,ask_qty_2,ask_qty_3,ask_qty_4,ask_qty_5,ask_orders_1,ask_orders_2,ask_orders_3,ask_orders_4,ask_orders_5
2025-12-29 07:17:59+00:00,12683010,NIFTY25DECFUT,25977.20,3339450,11154825,75,26024.03,303600,420825,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:58+00:00,0,600,SELL,-600,0.0825,0.000261,25975.00,25974.90,25974.80,25974.70,25974.60,450,150,375,1200,2400,3,1,5,10,17,25979.40,25980.00,25980.90,25981.00,25981.80,150,675,600,75,600,1,6,1,1,1
2025-12-29 07:18:00+00:00,12683010,NIFTY25DECFUT,25977.20,3339450,11154825,75,26024.03,303450,420900,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:17:58+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.90,25974.80,25974.70,25974.60,525,150,225,1275,2250,4,1,3,11,15,25979.40,25980.00,25980.90,25981.00,25981.80,150,675,600,75,600,1,6,1,1,1
2025-12-29 07:18:01+00:00,12683010,NIFTY25DECFUT,25975.00,3339450,11154825,75,26024.03,303150,420600,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:17:58+00:00,0,375,SELL,-375,0.0649,0.000762,25975.00,25974.90,25974.80,25974.70,25974.60,525,150,150,1200,1875,4,1,2,10,14,25979.40,25980.00,25980.20,25980.90,25981.00,150,600,75,600,75,1,5,1,1,1
2025-12-29 07:18:02+00:00,12683010,NIFTY25DECFUT,25979.40,3339675,11154825,150,26024.02,302250,420150,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:01+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.90,25974.80,25974.70,25974.60,450,150,225,1050,1950,4,1,3,8,15,25980.00,25980.20,25980.90,25981.00,25981.80,600,75,600,75,600,5,1,1,1,1
2025-12-29 07:18:03+00:00,12683010,NIFTY25DECFUT,25980.00,3339750,11154825,75,26024.02,298500,420450,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:02+00:00,0,300,BUY,300,0.0460,0.000766,25975.00,25974.90,25974.80,25974.70,25974.60,375,150,225,900,2700,3,1,3,6,18,25979.80,25980.00,25980.90,25981.00,25981.80,150,450,600,75,600,1,5,1,1,1
2025-12-29 07:18:04+00:00,12683010,NIFTY25DECFUT,25980.00,3339750,11154825,75,26024.02,299100,420300,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:02+00:00,0,75,BUY,75,0.0112,0.000090,25975.00,25974.90,25974.80,25974.70,25974.60,375,150,225,975,3000,3,1,3,7,22,25979.80,25980.00,25980.90,25981.00,25981.80,150,450,600,75,600,1,5,1,1,1
2025-12-29 07:18:05+00:00,12683010,NIFTY25DECFUT,25977.60,3340725,11154825,75,26024.01,303150,419700,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:05+00:00,0,975,SELL,-975,0.1193,0.000294,25975.00,25974.90,25974.80,25974.70,25974.60,525,225,675,1200,2700,4,3,7,10,19,25979.80,25980.00,25981.00,25981.80,25981.90,75,450,75,600,675,1,5,1,1,2
2025-12-29 07:18:06+00:00,12683010,NIFTY25DECFUT,25977.60,3340725,11154825,75,26024.01,303150,419700,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:05+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.90,25974.80,25974.70,25974.60,525,225,675,1200,2700,4,3,7,10,19,25979.80,25980.00,25981.00,25981.80,25981.90,75,450,75,600,675,1,5,1,1,2
2025-12-29 07:18:07+00:00,12683010,NIFTY25DECFUT,25977.60,3340725,11154825,75,26024.01,301950,420075,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:05+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.90,25974.80,25974.70,25974.60,675,75,525,825,2625,5,1,5,8,19,25979.80,25979.90,25980.00,25980.90,25981.00,75,75,450,600,75,1,1,5,1,1
2025-12-29 07:18:08+00:00,12683010,NIFTY25DECFUT,25977.00,3340950,11154825,75,26024.01,294900,422175,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:08+00:00,0,225,SELL,-225,0.0682,0.000273,25975.00,25974.80,25974.70,25974.60,25974.50,525,75,300,450,825,4,1,4,4,5,25979.00,25979.70,25979.80,25979.90,25980.00,150,75,75,75,525,1,1,1,1,6
2025-12-29 07:18:09+00:00,12683010,NIFTY25DECFUT,25977.00,3341100,11154825,75,26024.00,300000,421500,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:08+00:00,0,375,BUY,375,0.1190,0.000190,25975.00,25974.80,25974.70,25974.60,25974.50,525,75,150,450,1125,4,1,2,4,8,25975.80,25979.00,25979.70,25979.80,25979.90,75,150,75,75,75,1,1,1,1,1
2025-12-29 07:18:10+00:00,12683010,NIFTY25DECFUT,25975.80,3341325,11154825,75,26024.00,296775,420225,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:10+00:00,0,75,SELL,-75,0.0238,0.000000,25975.80,25975.00,25974.70,25974.60,25974.50,150,375,150,525,1125,1,3,1,5,9,25979.00,25979.70,25979.80,25979.90,25980.00,150,75,75,75,375,1,1,1,1,4
2025-12-29 07:18:11+00:00,12683010,NIFTY25DECFUT,25975.00,3341325,11154825,75,26024.00,296775,420225,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:10+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.80,25975.00,25974.70,25974.60,25974.50,150,375,150,525,1125,1,3,1,5,9,25979.00,25979.70,25979.80,25979.90,25980.00,150,75,75,75,375,1,1,1,1,4
2025-12-29 07:18:12+00:00,12683010,NIFTY25DECFUT,25975.00,3341625,11154825,75,26024.00,300675,420375,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:11+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.80,25974.60,25974.50,25974.40,300,300,675,1650,1200,3,3,7,12,11,25979.80,25979.90,25980.00,25980.20,25980.90,75,75,375,75,600,1,1,4,1,1
2025-12-29 07:18:13+00:00,12683010,NIFTY25DECFUT,25975.00,3341625,11154825,75,26024.00,300600,417525,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:11+00:00,0,300,SELL,-300,0.0500,0.000000,25975.00,25974.80,25974.60,25974.50,25974.40,300,150,450,1725,1875,3,1,4,13,16,25979.80,25979.90,25980.00,25980.20,25980.90,75,75,375,75,600,1,1,4,1,1
2025-12-29 07:18:14+00:00,12683010,NIFTY25DECFUT,25976.50,3341625,11154825,75,26024.00,302400,417075,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:11+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.10,25975.00,25974.80,25974.60,25974.50,75,300,450,600,1800,1,3,5,6,14,25976.50,25979.80,25979.90,25980.00,25980.20,75,75,75,375,75,1,1,1,4,1
2025-12-29 07:18:15+00:00,12683010,NIFTY25DECFUT,25976.50,3341700,11154825,75,26024.00,299475,417825,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:14+00:00,0,75,BUY,75,0.0286,0.000571,25975.10,25975.00,25974.90,25974.80,25974.60,75,300,75,450,450,1,3,1,5,4,25976.50,25979.80,25979.90,25980.00,25980.10,75,75,75,375,600,1,1,1,4,1
2025-12-29 07:18:16+00:00,12683010,NIFTY25DECFUT,25978.00,3341850,11154825,75,26023.99,294900,419100,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:15+00:00,0,225,BUY,225,0.0435,0.000290,25975.00,25974.80,25974.60,25974.50,25974.40,375,150,75,1575,900,4,1,1,11,8,25978.00,25979.50,25979.80,25979.90,25980.00,75,75,675,675,375,1,1,2,2,4
2025-12-29 07:18:17+00:00,12683010,NIFTY25DECFUT,25978.00,3342000,11154825,75,26023.99,286725,422400,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:16+00:00,0,150,BUY,150,0.0270,0.000000,25975.00,25974.50,25974.10,25974.00,25973.90,375,75,900,1275,975,4,1,4,9,8,25979.70,25979.80,25979.90,25980.00,25980.30,600,675,75,375,75,1,2,1,4,1
2025-12-29 07:18:18+00:00,12683010,NIFTY25DECFUT,25979.70,3342000,11154825,75,26023.99,293475,423150,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:16+00:00,0,150,BUY,150,0.0364,0.000412,25975.00,25974.10,25974.00,25973.90,25973.80,375,150,750,750,150,4,1,6,5,2,25979.70,25979.80,25979.90,25980.00,25980.30,600,675,75,375,75,1,2,1,4,1
2025-12-29 07:18:19+00:00,12683010,NIFTY25DECFUT,25976.10,3342150,11154825,75,26023.99,291450,423225,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:18+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.00,25973.90,25973.80,25973.70,300,75,75,75,375,3,1,1,1,1,25979.70,25979.80,25979.90,25980.00,25981.00,600,675,150,375,600,2,2,2,4,3
2025-12-29 07:18:20+00:00,12683010,NIFTY25DECFUT,25976.10,3342150,11154825,75,26023.99,302925,420825,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:18+00:00,0,150,SELL,-150,0.0267,0.000640,25975.00,25974.00,25973.90,25973.80,25973.70,300,225,450,900,1725,3,3,6,9,12,25979.30,25979.70,25979.80,25979.90,25980.00,75,600,675,150,375,1,1,2,2,4
2025-12-29 07:18:21+00:00,12683010,NIFTY25DECFUT,25975.00,3342150,11154825,150,26023.99,302925,420825,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:18+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.00,25973.90,25973.80,25973.70,300,225,450,900,1725,3,3,6,9,12,25979.30,25979.70,25979.80,25979.90,25980.00,75,600,675,150,375,1,1,2,2,4
2025-12-29 07:18:22+00:00,12683010,NIFTY25DECFUT,25977.10,3342825,11154825,75,26023.98,302625,420150,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:21+00:00,0,675,BUY,675,0.2195,0.000325,25975.00,25974.70,25974.30,25974.20,25974.10,300,75,300,150,150,3,1,4,1,2,25976.90,25979.80,25979.90,25980.00,25980.90,75,75,225,450,600,1,1,3,5,1
2025-12-29 07:18:23+00:00,12683010,NIFTY25DECFUT,25977.10,3342825,11154825,75,26023.98,302475,421425,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:21+00:00,0,675,BUY,675,0.1552,0.000483,25975.00,25974.50,25974.20,25974.10,25974.00,300,75,150,450,675,3,1,1,6,6,25976.90,25979.70,25979.80,25979.90,25980.00,75,600,675,225,450,1,1,2,3,5
2025-12-29 07:18:24+00:00,12683010,NIFTY25DECFUT,25975.00,3342900,11154825,75,26023.98,300225,421800,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:23+00:00,0,75,SELL,-75,0.0227,0.000636,25975.00,25974.40,25974.20,25974.10,25974.00,225,75,150,75,675,2,1,1,1,6,25979.70,25979.80,25979.90,25980.00,25981.00,600,675,225,450,75,1,2,3,5,1
2025-12-29 07:18:25+00:00,12683010,NIFTY25DECFUT,25976.30,3343875,11154825,75,26023.96,296250,422625,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:24+00:00,0,1050,BUY,1050,0.2593,0.000198,25974.30,25974.20,25974.10,25974.00,25973.90,75,150,75,300,375,1,1,1,3,4,25979.70,25979.80,25979.90,25980.00,25981.00,600,675,225,450,75,1,2,3,5,1
2025-12-29 07:18:26+00:00,12683010,NIFTY25DECFUT,25976.30,3343875,11154825,75,26023.96,291825,422850,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:24+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.30,25974.20,25974.00,25973.90,25973.80,75,150,150,150,750,1,1,2,1,7,25979.50,25979.70,25979.80,25979.90,25980.00,75,600,675,150,450,1,1,2,2,5
2025-12-29 07:18:27+00:00,12683010,NIFTY25DECFUT,25977.40,3344700,11154825,75,26023.95,299250,422400,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:26+00:00,0,1800,BUY,1800,0.3243,0.000432,25974.30,25974.20,25974.00,25973.90,25973.80,300,150,300,450,975,4,1,4,5,9,25977.40,25979.30,25979.70,25979.80,25979.90,75,75,600,675,150,1,1,1,2,2
2025-12-29 07:18:28+00:00,12683010,NIFTY25DECFUT,25974.60,3345225,11154825,75,26023.95,298350,422475,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:27+00:00,0,1350,SELL,-1350,0.2609,0.000329,25974.60,25974.20,25974.00,25973.90,25973.80,75,150,150,375,1125,1,1,2,4,10,25979.30,25979.70,25979.80,25979.90,25980.00,75,600,675,150,450,1,1,2,2,5
2025-12-29 07:18:29+00:00,12683010,NIFTY25DECFUT,25974.60,3345225,11154825,75,26023.95,300975,422100,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:27+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.60,25974.20,25974.10,25974.00,25973.90,75,150,150,450,675,1,1,2,6,7,25979.60,25979.80,25979.90,25980.00,25981.00,75,675,750,450,75,1,2,3,5,1
2025-12-29 07:18:30+00:00,12683010,NIFTY25DECFUT,25974.60,3345225,11154825,75,26023.95,300975,422100,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:27+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.60,25974.20,25974.10,25974.00,25973.90,75,150,150,450,675,1,1,2,6,7,25979.60,25979.80,25979.90,25980.00,25981.00,75,675,750,450,75,1,2,3,5,1
2025-12-29 07:18:31+00:00,12683010,NIFTY25DECFUT,25974.60,3345225,11154825,75,26023.95,300450,421800,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:27+00:00,0,525,SELL,-525,0.1489,0.000794,25974.70,25974.60,25974.20,25974.10,25974.00,75,75,150,75,600,1,1,1,1,7,25979.60,25979.80,25979.90,25980.00,25981.00,75,675,750,450,75,1,2,3,5,1
2025-12-29 07:18:32+00:00,12683010,NIFTY25DECFUT,25976.70,3345750,11154825,75,26023.94,294000,421350,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:31+00:00,0,525,BUY,525,0.1667,0.000667,25974.70,25974.60,25974.20,25974.10,25974.00,150,75,450,75,450,2,1,5,1,5,25977.10,25979.50,25979.60,25979.70,25979.80,75,600,75,600,75,1,1,1,1,1
2025-12-29 07:18:33+00:00,12683010,NIFTY25DECFUT,25976.70,3345750,11154825,75,26023.94,296400,420675,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:31+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.70,25974.20,25974.10,25974.00,75,225,450,75,450,1,3,5,1,5,25977.10,25979.70,25979.80,25979.90,25980.00,75,600,675,150,450,1,1,2,2,5
2025-12-29 07:18:34+00:00,12683010,NIFTY25DECFUT,25975.10,3345750,11154825,75,26023.94,296400,420675,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:31+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25975.00,25974.70,25974.20,25974.10,25974.00,75,225,450,75,450,1,3,5,1,5,25977.10,25979.70,25979.80,25979.90,25980.00,75,600,675,150,450,1,1,2,2,5
2025-12-29 07:18:36+00:00,12683010,NIFTY25DECFUT,25974.20,3346650,11154825,75,26023.93,300600,420600,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:36+00:00,0,750,SELL,-750,0.1923,0.000231,25975.70,25974.20,25974.10,25974.00,25973.90,75,300,75,300,900,1,4,1,3,9,25976.10,25976.30,25979.40,25979.50,25979.70,150,75,600,75,600,2,1,1,1,1
2025-12-29 07:18:37+00:00,12683010,NIFTY25DECFUT,25974.20,3346875,11154825,75,26023.92,296625,419850,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:36+00:00,0,1125,SELL,-1125,0.3000,0.000240,25975.90,25975.10,25974.10,25974.00,25973.90,75,75,75,300,675,1,1,1,3,6,25979.10,25979.40,25979.50,25979.70,25979.80,75,600,75,600,75,1,1,1,1,1
2025-12-29 07:18:38+00:00,12683010,NIFTY25DECFUT,25975.90,3347025,11154825,75,26023.92,298800,420525,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:37+00:00,0,150,SELL,-150,0.0333,0.000378,25975.10,25974.10,25974.00,25973.90,25973.80,75,75,300,675,1800,1,1,3,6,15,25979.10,25979.40,25979.50,25979.70,25979.80,75,600,75,600,75,1,1,1,1,1
2025-12-29 07:18:39+00:00,12683010,NIFTY25DECFUT,25975.10,3347100,11154825,75,26023.92,301875,421500,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:39+00:00,0,450,SELL,-450,0.1277,0.000255,25975.00,25974.70,25974.10,25974.00,25973.90,75,75,300,375,750,1,1,4,4,7,25975.30,25979.40,25979.50,25979.70,25979.80,75,600,150,600,75,1,1,2,1,1
2025-12-29 07:18:40+00:00,12683010,NIFTY25DECFUT,25975.10,3347100,11154825,75,26023.92,301875,421425,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:39+00:00,0,75,SELL,-75,0.0278,0.000296,25975.00,25974.70,25974.10,25974.00,25973.90,75,75,375,375,300,1,1,5,4,3,25975.30,25978.30,25979.40,25979.50,25979.70,75,75,600,75,600,1,1,1,1,1
2025-12-29 07:18:41+00:00,12683010,NIFTY25DECFUT,25975.30,3347175,11154825,75,26023.92,297225,421275,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:40+00:00,0,75,SELL,-75,0.0161,0.000043,25975.30,25974.00,25973.90,25973.80,25973.70,75,225,600,975,1125,1,3,7,9,8,25978.30,25979.50,25979.70,25979.80,25979.90,75,75,600,675,150,1,1,1,2,2
2025-12-29 07:18:42+00:00,12683010,NIFTY25DECFUT,25975.70,3347625,11154825,75,26023.91,299025,421275,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:41+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.00,25973.90,25973.80,25973.70,25973.60,225,300,1050,1350,1275,3,3,10,10,13,25979.40,25979.50,25979.70,25979.80,25979.90,600,150,600,75,150,1,2,1,1,2
2025-12-29 07:18:43+00:00,12683010,NIFTY25DECFUT,25976.10,3347700,11154825,75,26023.91,297975,421425,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:42+00:00,0,600,BUY,600,0.1067,0.000196,25974.00,25973.90,25973.80,25973.70,25973.60,150,75,1050,1200,975,2,1,10,8,10,25979.40,25979.50,25979.70,25979.80,25979.90,600,150,600,75,150,1,2,1,1,2
2025-12-29 07:18:44+00:00,12683010,NIFTY25DECFUT,25976.10,3347700,11154825,75,26023.91,300900,420675,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:42+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.00,25973.90,25973.80,25973.70,25973.60,225,450,600,1200,2400,3,6,5,9,18,25979.30,25979.50,25979.70,25979.80,25979.90,75,75,600,675,150,1,1,1,2,2
2025-12-29 07:18:45+00:00,12683010,NIFTY25DECFUT,25976.50,3347700,11154825,75,26023.91,300825,421650,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:42+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.00,25973.90,25973.80,25973.70,25973.60,150,150,675,1125,2475,2,2,6,8,19,25979.20,25979.30,25979.40,25979.50,25979.80,600,75,600,75,75,1,1,1,1,1
2025-12-29 07:18:46+00:00,12683010,NIFTY25DECFUT,25976.50,3348075,11154825,75,26023.90,295650,421650,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:45+00:00,0,450,BUY,450,0.1714,0.000305,25974.70,25974.60,25974.10,25974.00,25973.90,75,150,300,75,150,1,1,4,1,2,25976.30,25979.20,25979.30,25979.40,25979.50,75,600,75,600,75,1,1,1,1,1
2025-12-29 07:18:47+00:00,12683010,NIFTY25DECFUT,25976.50,3348075,11154825,75,26023.90,294600,421275,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:45+00:00,0,375,BUY,375,0.1724,0.000000,25974.70,25974.60,25974.10,25974.00,25973.90,75,150,300,75,300,1,1,4,1,4,25976.00,25976.10,25979.30,25979.40,25979.50,75,75,75,600,75,1,1,1,1,1
2025-12-29 07:18:48+00:00,12683010,NIFTY25DECFUT,25974.70,3348150,11154825,75,26023.90,296325,421425,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:47+00:00,0,75,SELL,-75,0.0270,0.000000,25974.70,25974.60,25974.10,25974.00,25973.90,150,75,300,150,600,1,1,4,2,4,25976.10,25979.30,25979.40,25979.50,25979.70,75,75,600,75,600,1,1,1,1,1
2025-12-29 07:18:49+00:00,12683010,NIFTY25DECFUT,25974.70,3348375,11154825,75,26023.90,295800,419850,26080.00,26100.20,25972.40,26060.20,-0.33,2025-12-29 07:18:48+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.70,25974.60,25974.10,25974.00,25973.90,75,75,300,150,600,1,1,4,2,4,25976.00,25979.30,25979.50,25979.70,25979.80,75,75,75,600,675,1,1,1,1,2
2025-12-29 07:18:50+00:00,12683010,NIFTY25DECFUT,25977.40,3348750,11154825,75,26023.89,297150,419775,26080.00,26100.20,25972.40,26060.20,-0.32,2025-12-29 07:18:49+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.00,25973.90,25973.80,25973.70,25973.60,150,600,600,1050,750,2,4,5,10,7,25979.50,25979.70,25979.80,25979.90,25980.00,75,600,675,150,525,1,1,2,2,5
2025-12-29 07:18:51+00:00,12683010,NIFTY25DECFUT,25979.70,3348750,11154825,150,26023.89,297150,419775,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:49+00:00,0,375,BUY,375,0.0676,0.000901,25974.00,25973.90,25973.80,25973.70,25973.60,150,600,600,1050,750,2,4,5,10,7,25979.50,25979.70,25979.80,25979.90,25980.00,75,600,675,150,525,1,1,2,2,5
2025-12-29 07:18:52+00:00,12683010,NIFTY25DECFUT,25979.70,3348975,11154825,150,26023.89,303600,417525,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:50+00:00,0,225,BUY,225,0.0682,0.000697,25974.80,25974.30,25974.20,25974.10,25974.00,75,225,75,450,1425,1,3,1,6,12,25978.90,25979.80,25979.90,25980.00,25980.10,75,75,75,525,75,1,1,1,5,1
2025-12-29 07:18:53+00:00,12683010,NIFTY25DECFUT,25979.70,3348975,11154825,150,26023.89,303300,418650,26080.00,26100.20,25972.40,26060.20,-0.31,2025-12-29 07:18:50+00:00,0,0,NEUTRAL,0,1.0000,0.000000,25974.80,25974.40,25974.30,25974.20,25974.10,150,75,150,450,1050,2,1,2,5,11,25978.90,25979.80,25979.90,25980.00,25980.10,75,75,75,525,75,1,1,1,5,1
